label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
water,0.0,0.0,0.0,0.2278045266866684,0.020091399550437927,0.060910776257514954,0.4138423204421997,-0.09403140842914581,0.0926419198513031,0.572420060634613,-0.13817687332630157,0.09012793004512787,0.7177935838699341,-0.13046807050704956,0.08513849228620529,0.38326412439346313,-0.4386005997657776,0.2052079141139984,0.5158930420875549,-0.5760127902030945,0.20621520280838013,0.6334987878799438,-0.6184102296829224,0.1731460839509964,0.7335554957389832,-0.6298783421516418,0.14589259028434753,0.3458884358406067,-0.5033808350563049,0.13376031816005707,0.4832299053668976,-0.6812235713005066,0.1297529637813568,0.615562915802002,-0.7133365273475647,0.08811227977275848,0.7232027053833008,-0.6718102693557739,0.058731596916913986,0.2931680977344513,-0.5485958456993103,0.04922078177332878,0.44194352626800537,-0.7531331777572632,0.035896241664886475,0.5810481905937195,-0.769887387752533,0.010574695654213428,0.6984860301017761,-0.7156021595001221,-0.005549353547394276,0.24404193460941315,-0.5644386410713196,-0.03729143366217613,0.3958720266819,-0.7303658127784729,-0.0527479387819767,0.5163272023200989,-0.7774536609649658,-0.059293605387210846,0.6219815611839294,-0.7634245157241821,-0.06315068900585175
water,0.0,0.0,0.0,0.22954152524471283,-0.006160222925245762,0.0179644376039505,0.4125358462333679,-0.11024266481399536,0.03157922253012657,0.5740611553192139,-0.16338546574115753,0.020655300468206406,0.7254536151885986,-0.19876334071159363,0.008885450661182404,0.402365505695343,-0.4340152442455292,0.1572728306055069,0.5325228571891785,-0.5576087832450867,0.13749444484710693,0.6416268348693848,-0.5977132320404053,0.09133955091238022,0.7345971465110779,-0.6246302723884583,0.05572577938437462,0.3727394640445709,-0.4963233172893524,0.10779811441898346,0.5153663754463196,-0.6517077684402466,0.08538049459457397,0.6313204765319824,-0.6865509152412415,0.03497964143753052,0.7313868403434753,-0.6802244782447815,-0.0014070735778659582,0.3263344466686249,-0.5454951524734497,0.04224216192960739,0.47364699840545654,-0.7150699496269226,0.010858100838959217,0.5985661745071411,-0.7361454963684082,-0.018616652116179466,0.7044119834899902,-0.7089026570320129,-0.03551017865538597,0.27237141132354736,-0.5763773322105408,-0.027974914759397507,0.42169469594955444,-0.720427393913269,-0.05437419191002846,0.5396218299865723,-0.7588048577308655,-0.06305329501628876,0.6447696685791016,-0.7510535717010498,-0.06742112338542938
water,0.0,0.0,0.0,0.22783531248569489,0.0097223911434412,0.017052700743079185,0.4134421646595001,-0.09235217422246933,0.03207635506987572,0.5799781084060669,-0.146601140499115,0.021309513598680496,0.7339927554130554,-0.18125364184379578,0.009627915918827057,0.40190431475639343,-0.41706356406211853,0.17359097301959991,0.5345888733863831,-0.5409876704216003,0.161815345287323,0.6427369713783264,-0.590426504611969,0.11841104179620743,0.7346625924110413,-0.6250872611999512,0.08305895328521729,0.36945220828056335,-0.48558324575424194,0.12324793636798859,0.5170062780380249,-0.6479856371879578,0.1014896035194397,0.6351028084754944,-0.6894100904464722,0.04435454681515694,0.7329548001289368,-0.6756832003593445,0.004004763904958963,0.3201404809951782,-0.5390043258666992,0.056340787559747696,0.4748678207397461,-0.7192338109016418,0.024060461670160294,0.6057067513465881,-0.739021897315979,-0.01604430004954338,0.7133952975273132,-0.6996366381645203,-0.03969438374042511,0.26666226983070374,-0.5720991492271423,-0.015020930208265781,0.42795249819755554,-0.7128880620002747,-0.0449451319873333,0.5540328621864319,-0.7475882768630981,-0.06254331022500992,0.6633361577987671,-0.7268213629722595,-0.07332922518253326
water,0.0,0.0,0.0,0.21661192178726196,0.009016185998916626,-0.00024474618840031326,0.4080120027065277,-0.09873279929161072,0.01003249641507864,0.5754563212394714,-0.15200112760066986,-0.00046992924762889743,0.7267128825187683,-0.17861127853393555,-0.01045103557407856,0.4000939130783081,-0.4175516963005066,0.15351316332817078,0.5299123525619507,-0.5362989902496338,0.13773809373378754,0.6371729969978333,-0.584510326385498,0.09383951872587204,0.7292765378952026,-0.6183980703353882,0.059532683342695236,0.36968156695365906,-0.4859355092048645,0.11514512449502945,0.5139210820198059,-0.6376734375953674,0.09668989479541779,0.6293475031852722,-0.6826572418212891,0.04580453410744667,0.732744038105011,-0.6796525120735168,0.009127398952841759,0.32143262028694153,-0.5399373769760132,0.059061262756586075,0.47198328375816345,-0.7091826796531677,0.029751339927315712,0.5979475975036621,-0.7362383008003235,-0.005991414654999971,0.7069584131240845,-0.7067467570304871,-0.0268081221729517,0.2666071653366089,-0.5779802799224854,-0.0030484520830214024,0.4208579361438751,-0.7154144048690796,-0.028680289164185524,0.539485514163971,-0.7542839050292969,-0.042351190000772476,0.6442703604698181,-0.7383736371994019,-0.050196800380945206
water,0.0,0.0,0.0,0.22034324705600739,0.014972764067351818,0.001614432199858129,0.40982314944267273,-0.0874793529510498,0.014750463888049126,0.5760791897773743,-0.14618201553821564,0.006745866034179926,0.7275118827819824,-0.18417105078697205,-0.0012211904395371675,0.3983287513256073,-0.4114670753479004,0.15982985496520996,0.5307897925376892,-0.532860517501831,0.1462048441171646,0.6390712857246399,-0.5798037052154541,0.10277042537927628,0.73176109790802,-0.6142810583114624,0.06849384307861328,0.3692992627620697,-0.47828447818756104,0.12048080563545227,0.5144136548042297,-0.6318813562393188,0.10301757603883743,0.6325825452804565,-0.6757050156593323,0.049772560596466064,0.7361156344413757,-0.6730229258537292,0.010962314903736115,0.32265710830688477,-0.5325206518173218,0.06339062750339508,0.47407498955726624,-0.7023162841796875,0.03383130207657814,0.603377640247345,-0.7273182272911072,-0.0036654227878898382,0.7134317755699158,-0.7002477645874023,-0.025846095755696297,0.26918646693229675,-0.5710840225219727,0.0005500824772752821,0.42225325107574463,-0.7148255109786987,-0.02536471001803875,0.5425320267677307,-0.7544764876365662,-0.0392981693148613,0.6494486927986145,-0.7423419952392578,-0.04761320352554321
water,0.0,0.0,0.0,0.22351345419883728,0.008180232718586922,0.023607974871993065,0.4095534682273865,-0.09748103469610214,0.045044783502817154,0.5727150440216064,-0.1537233144044876,0.040425077080726624,0.7240188121795654,-0.19424650073051453,0.034947458654642105,0.3959222733974457,-0.41642728447914124,0.18874211609363556,0.5286077260971069,-0.5343927145004272,0.18552424013614655,0.6340504884719849,-0.5797646641731262,0.14648893475532532,0.7267698049545288,-0.6151354312896729,0.11292799562215805,0.3630615472793579,-0.48307645320892334,0.13741818070411682,0.507368803024292,-0.6317039132118225,0.1287599802017212,0.6245509386062622,-0.6777888536453247,0.07696964591741562,0.7269881367683411,-0.6763734817504883,0.03723668307065964,0.3139842748641968,-0.535009503364563,0.06937746703624725,0.46455255150794983,-0.6974923014640808,0.04843497648835182,0.5930217504501343,-0.7282866835594177,0.012919701635837555,0.7044026255607605,-0.7097159028053284,-0.010970691218972206,0.2615430951118469,-0.5655322670936584,-0.003206614637747407,0.41775840520858765,-0.7012237310409546,-0.024370551109313965,0.5376759767532349,-0.7443786263465881,-0.03753500059247017,0.646929144859314,-0.7404288649559021,-0.04721764475107193
water,0.0,0.0,0.0,0.2205163985490799,0.0011438012588769197,0.009514409117400646,0.4033881723880768,-0.09598539769649506,0.022313734516501427,0.5670424699783325,-0.15161050856113434,0.012845599092543125,0.7192003726959229,-0.19158074259757996,0.0034220991656184196,0.3823404014110565,-0.4076780378818512,0.16295410692691803,0.5179534554481506,-0.5274767279624939,0.1499084085226059,0.6267511248588562,-0.576048731803894,0.10740728676319122,0.7196304202079773,-0.614005446434021,0.07437599450349808,0.3535674214363098,-0.47717294096946716,0.12041033804416656,0.5017377138137817,-0.631306529045105,0.10521146655082703,0.6191165447235107,-0.6773149967193604,0.05584271624684334,0.7198536396026611,-0.6767438054084778,0.01985718496143818,0.30759748816490173,-0.5336835980415344,0.06093515828251839,0.46057742834091187,-0.7037912011146545,0.03747665882110596,0.5875601768493652,-0.7361153960227966,0.0062822080217301846,0.69704669713974,-0.7169078588485718,-0.01300077885389328,0.257121741771698,-0.5720415115356445,-0.003959307912737131,0.4134505093097687,-0.7089483737945557,-0.02338258922100067,0.5356586575508118,-0.749932587146759,-0.03213006630539894,0.6454922556877136,-0.7423262000083923,-0.03742798790335655
water,0.0,0.0,0.0,0.22264312207698822,0.011351455003023148,0.012669306248426437,0.4089913070201874,-0.09416189789772034,0.028819872066378593,0.5748109221458435,-0.15217049419879913,0.021302688866853714,0.7269355654716492,-0.19432708621025085,0.013312222436070442,0.389466255903244,-0.41228529810905457,0.1705595850944519,0.5233707427978516,-0.5291405320167542,0.16019494831562042,0.6319000124931335,-0.5740670561790466,0.11805712431669235,0.7236711382865906,-0.6117820143699646,0.08387288451194763,0.3605920672416687,-0.4799022078514099,0.12519541382789612,0.5063251256942749,-0.627866804599762,0.10884664207696915,0.6247506141662598,-0.6692326664924622,0.05596121773123741,0.7253889441490173,-0.66781085729599,0.017582794651389122,0.31409376859664917,-0.5360745787620544,0.06290096044540405,0.4670126140117645,-0.7011002898216248,0.036924976855516434,0.5969619154930115,-0.7264166474342346,0.002946477849036455,0.7082439064979553,-0.705740749835968,-0.017904512584209442,0.2622612416744232,-0.5756572484970093,-0.004553612321615219,0.42075926065444946,-0.7127821445465088,-0.02841833606362343,0.5467987656593323,-0.7501935958862305,-0.04062110558152199,0.6604541540145874,-0.7407263517379761,-0.04825860261917114
water,0.0,0.0,0.0,0.2278679758310318,0.0077757867984473705,0.017485927790403366,0.41328346729278564,-0.09806541353464127,0.035152897238731384,0.5784422159194946,-0.15373553335666656,0.026959773153066635,0.7296440601348877,-0.19684383273124695,0.017833828926086426,0.39285922050476074,-0.4224376678466797,0.1863372027873993,0.5236610770225525,-0.5424424409866333,0.1783168464899063,0.6321789026260376,-0.5822781324386597,0.13526757061481476,0.7253021001815796,-0.613143265247345,0.09982413798570633,0.3622201979160309,-0.4860384166240692,0.13678289949893951,0.5054563879966736,-0.6376245021820068,0.12067591398954391,0.6259641647338867,-0.6774099469184875,0.06286774575710297,0.7285053730010986,-0.6717790961265564,0.02067594602704048,0.31469058990478516,-0.5403468608856201,0.06981539726257324,0.4657982885837555,-0.7062242031097412,0.042627524584531784,0.598328173160553,-0.728569746017456,0.0031095666345208883,0.7102910280227661,-0.703582227230072,-0.0214189812541008,0.2612648904323578,-0.5772138833999634,-0.002028572140261531,0.41892775893211365,-0.7143139243125916,-0.026981784030795097,0.5455377101898193,-0.751662015914917,-0.04243381321430206,0.6601133346557617,-0.7422874569892883,-0.052748437970876694
water,0.0,0.0,0.0,0.21973899006843567,0.005374776665121317,0.005711792502552271,0.40404433012008667,-0.09216906130313873,0.015990911051630974,0.570761501789093,-0.14975854754447937,0.004146093036979437,0.7259529829025269,-0.19491158425807953,-0.007609449326992035,0.3863086700439453,-0.41024985909461975,0.16359944641590118,0.5200229287147522,-0.5278509259223938,0.14951828122138977,0.6293356418609619,-0.5699213743209839,0.10518603026866913,0.7226029634475708,-0.604530394077301,0.07038366794586182,0.3570878505706787,-0.4771663546562195,0.12132490426301956,0.5027229189872742,-0.6270474195480347,0.10232355445623398,0.6221774816513062,-0.6709913611412048,0.04833407327532768,0.7240556478500366,-0.6719074845314026,0.009274622425436974,0.30988582968711853,-0.5340651869773865,0.0614859014749527,0.4615005850791931,-0.6991129517555237,0.03312995284795761,0.5928431153297424,-0.7279850840568542,-0.002254529856145382,0.704632580280304,-0.7091782689094543,-0.023646218702197075,0.2566710412502289,-0.5756252408027649,-0.00395138468593359,0.41314852237701416,-0.7110335826873779,-0.02912897989153862,0.5398218035697937,-0.7481386065483093,-0.042307768017053604,0.6547295451164246,-0.7397477626800537,-0.050314728170633316
